3.996916e+002;0.000000e+000
4.001737e+002;1.849840e-001
4.006559e+002;1.844689e-001
4.011380e+002;1.822488e-001
4.016201e+002;1.786907e-001
4.021023e+002;1.743723e-001
4.025844e+002;1.699978e-001
4.030666e+002;1.662657e-001
4.035487e+002;1.637369e-001
4.040308e+002;1.627270e-001
4.045130e+002;1.632661e-001
4.049951e+002;1.651217e-001
4.054772e+002;1.678950e-001
4.059594e+002;1.711258e-001
4.064415e+002;1.744371e-001
4.069236e+002;1.776047e-001
4.074058e+002;1.805513e-001
4.078879e+002;1.832350e-001
4.083701e+002;1.855363e-001
4.088522e+002;1.872124e-001
4.093343e+002;1.879728e-001
4.098165e+002;1.876412e-001
4.102986e+002;1.863097e-001
4.107807e+002;1.843647e-001
4.112629e+002;1.823626e-001
4.117450e+002;1.808176e-001
4.122271e+002;1.800322e-001
4.127093e+002;1.800241e-001
4.131914e+002;1.805852e-001
4.136736e+002;1.813962e-001
4.141557e+002;1.821911e-001
4.146378e+002;1.828543e-001
4.151200e+002;1.834339e-001
4.156021e+002;1.840566e-001
4.160843e+002;1.848186e-001
4.165664e+002;1.856996e-001
4.170485e+002;1.865748e-001
4.175307e+002;1.872767e-001
4.180128e+002;1.877071e-001
4.184949e+002;1.878971e-001
4.189771e+002;1.880109e-001
4.194592e+002;1.882530e-001
4.199413e+002;1.887664e-001
4.204235e+002;1.895603e-001
4.209056e+002;1.905102e-001
4.213878e+002;1.914154e-001
4.218699e+002;1.920877e-001
4.223520e+002;1.924154e-001
4.228342e+002;1.923898e-001
4.233163e+002;1.920704e-001
4.237984e+002;1.915358e-001
4.242806e+002;1.908435e-001
4.247627e+002;1.900336e-001
4.252448e+002;1.891583e-001
4.257270e+002;1.883128e-001
4.262091e+002;1.876335e-001
4.266913e+002;1.872654e-001
4.271734e+002;1.873000e-001
4.276555e+002;1.877329e-001
4.281377e+002;1.884506e-001
4.286198e+002;1.892703e-001
4.291020e+002;1.900089e-001
4.295841e+002;1.905668e-001
4.300662e+002;1.909633e-001
4.305484e+002;1.913212e-001
4.310305e+002;1.917975e-001
4.315126e+002;1.925031e-001
4.319948e+002;1.934462e-001
4.324769e+002;1.945329e-001
4.329590e+002;1.956098e-001
4.334412e+002;1.965382e-001
4.339233e+002;1.972469e-001
4.344055e+002;1.977518e-001
4.348876e+002;1.981255e-001
4.353697e+002;1.984438e-001
4.358519e+002;1.987375e-001
4.363340e+002;1.989852e-001
4.368161e+002;1.991380e-001
4.372983e+002;1.991684e-001
4.377804e+002;1.991039e-001
4.382625e+002;1.990331e-001
4.387447e+002;1.990729e-001
4.392268e+002;1.993162e-001
4.397090e+002;1.997896e-001
4.401911e+002;2.004436e-001
4.406732e+002;2.011716e-001
4.411554e+002;2.018580e-001
4.416375e+002;2.024219e-001
4.421196e+002;2.028434e-001
4.426018e+002;2.031592e-001
4.430839e+002;2.034313e-001
4.435660e+002;2.037162e-001
4.440482e+002;2.040455e-001
4.445303e+002;2.044238e-001
4.450125e+002;2.048482e-001
4.454946e+002;2.053170e-001
4.459767e+002;2.058362e-001
4.464589e+002;2.064060e-001
4.469410e+002;2.070058e-001
4.474232e+002;2.075818e-001
4.479053e+002;2.080591e-001
4.483874e+002;2.083662e-001
4.488696e+002;2.084690e-001
4.493517e+002;2.083875e-001
4.498338e+002;2.081948e-001
4.503160e+002;2.079860e-001
4.507981e+002;2.078451e-001
4.512802e+002;2.078147e-001
4.517624e+002;2.078952e-001
4.522445e+002;2.080556e-001
