4.001737e+002;2.213558e-001
4.006559e+002;2.065023e-001
4.011380e+002;1.921220e-001
4.016201e+002;1.821570e-001
4.021023e+002;1.794394e-001
4.025844e+002;1.838189e-001
4.030666e+002;1.923343e-001
4.035487e+002;2.013941e-001
4.040308e+002;2.083988e-001
4.045130e+002;2.119640e-001
4.049951e+002;2.115157e-001
4.054772e+002;2.071114e-001
4.059594e+002;1.995582e-001
4.064415e+002;1.906305e-001
4.069236e+002;1.828358e-001
4.074058e+002;1.785127e-001
4.078879e+002;1.787197e-001
4.083701e+002;1.828177e-001
4.088522e+002;1.889088e-001
4.093344e+002;1.946569e-001
4.098165e+002;1.980509e-001
4.102986e+002;1.979561e-001
4.107808e+002;1.943773e-001
4.112629e+002;1.883968e-001
4.117450e+002;1.817765e-001
4.122272e+002;1.764975e-001
4.127093e+002;1.742789e-001
4.131914e+002;1.761498e-001
4.136736e+002;1.821111e-001
4.141557e+002;1.911437e-001
4.146378e+002;2.016294e-001
4.151200e+002;2.119372e-001
4.156021e+002;2.207669e-001
4.160843e+002;2.272259e-001
4.165664e+002;2.307584e-001
4.170485e+002;2.311724e-001
4.175307e+002;2.287905e-001
4.180128e+002;2.246040e-001
4.184949e+002;2.201972e-001
4.189771e+002;2.173127e-001
4.194592e+002;2.171689e-001
4.199413e+002;2.199431e-001
4.204235e+002;2.246964e-001
4.209056e+002;2.297836e-001
4.213878e+002;2.334689e-001
4.218699e+002;2.345053e-001
4.223521e+002;2.324507e-001
4.228342e+002;2.276998e-001
4.233163e+002;2.212708e-001
4.237985e+002;2.145068e-001
4.242806e+002;2.087393e-001
4.247627e+002;2.049810e-001
4.252449e+002;2.036853e-001
4.257270e+002;2.046741e-001
4.262091e+002;2.072874e-001
4.266913e+002;2.106908e-001
4.271734e+002;2.141349e-001
4.276555e+002;2.170976e-001
4.281377e+002;2.192860e-001
4.286198e+002;2.206104e-001
4.291020e+002;2.211597e-001
4.295841e+002;2.211940e-001
4.300662e+002;2.210962e-001
4.305484e+002;2.212768e-001
4.310305e+002;2.220360e-001
4.315126e+002;2.234591e-001
4.319948e+002;2.253741e-001
4.324769e+002;2.274099e-001
4.329590e+002;2.291222e-001
4.334412e+002;2.301400e-001
4.339233e+002;2.302718e-001
4.344055e+002;2.295339e-001
4.348876e+002;2.281069e-001
4.353698e+002;2.262620e-001
4.358519e+002;2.243029e-001
4.363340e+002;2.225365e-001
4.368162e+002;2.212415e-001
4.372983e+002;2.206387e-001
4.377804e+002;2.208250e-001
4.382626e+002;2.217179e-001
4.387447e+002;2.230302e-001
4.392268e+002;2.243222e-001
4.397090e+002;2.250909e-001
4.401911e+002;2.249154e-001
4.406732e+002;2.235997e-001
4.411554e+002;2.212845e-001
4.416375e+002;2.184644e-001
4.421197e+002;2.158690e-001
4.426018e+002;2.142170e-001
4.430839e+002;2.139475e-001
4.435661e+002;2.150524e-001
4.440482e+002;2.170919e-001
4.445303e+002;2.193751e-001
4.450125e+002;2.212168e-001
4.454946e+002;2.221516e-001
4.459767e+002;2.220353e-001
4.464589e+002;2.210240e-001
4.469410e+002;2.194782e-001
4.474232e+002;2.178344e-001
4.479053e+002;2.164962e-001
4.483875e+002;2.157563e-001
4.488696e+002;2.157573e-001
4.493517e+002;2.164888e-001
4.498339e+002;2.178058e-001
4.503160e+002;2.194504e-001
4.507981e+002;2.210972e-001
4.512803e+002;2.223964e-001
4.517624e+002;2.230544e-001
4.522445e+002;2.229233e-001
4.527267e+002;2.220872e-001
4.532088e+002;2.208834e-001
4.536909e+002;2.198254e-001
4.541731e+002;2.194320e-001
4.546552e+002;2.200315e-001
4.551374e+002;2.216255e-001
4.556195e+002;2.238821e-001
4.561016e+002;2.262568e-001
4.565838e+002;2.281876e-001
4.570659e+002;2.292768e-001
4.575480e+002;2.293975e-001
4.580302e+002;2.286900e-001
4.585123e+002;2.274835e-001
4.589944e+002;2.261750e-001
4.594766e+002;2.251209e-001
4.599587e+002;2.245664e-001
4.604409e+002;2.246278e-001
4.609230e+002;2.253022e-001
4.614052e+002;2.264935e-001
4.618873e+002;2.280256e-001
4.623694e+002;2.296571e-001
4.628516e+002;2.310983e-001
4.633337e+002;2.320573e-001
4.638158e+002;2.323132e-001
4.642980e+002;2.317926e-001
4.647801e+002;2.306144e-001
4.652622e+002;2.290728e-001
4.657444e+002;2.275507e-001
4.662265e+002;2.264029e-001
4.667086e+002;2.258403e-001
4.671908e+002;2.258774e-001
4.676729e+002;2.263493e-001
4.681551e+002;2.269981e-001
4.686372e+002;2.275815e-001
4.691193e+002;2.279545e-001
4.696015e+002;2.280914e-001
4.700836e+002;2.280595e-001
4.705657e+002;2.279643e-001
4.710479e+002;2.279040e-001
4.715300e+002;2.279481e-001
4.720121e+002;2.281431e-001
4.724943e+002;2.285206e-001
4.729764e+002;2.291004e-001
4.734586e+002;2.298685e-001
4.739407e+002;2.307583e-001
4.744229e+002;2.316430e-001
4.749050e+002;2.323638e-001
4.753871e+002;2.327876e-001
4.758693e+002;2.328760e-001
4.763514e+002;2.327194e-001
4.768335e+002;2.325219e-001
4.773157e+002;2.325223e-001
